# ID: svediakorp-rel109
# author: 
# authorBorn: 
# pseudonym: 
# translator: 
# title: Apostlagärningarna (Acts of the Apostles)
# subtitle: 
# originalTitle: Sancti Joannis oppenbarilse
# manuscriptDate: 1526
# originDate: 
# retrieveDate: 2019-10-21
# sourceDescription: Description from Fornsvenska textbanken (https://project2.sol.lu.se/fornsvenska/): "Nya testamentet på svenska utkom 1526. För närvarande finns bara några enstaka böcker ur NT i digitalt format. De är tillkomna inom projektet Niederdeutsch in Skandinavien och har anpassats till textbanken av Ludger Zeevaert vid Hamburgs universitet."
# genre: religion
# subgenre: biblical
# location: 
# language: sv
# languageVariety: 
# codeswitching: 
# originalLanguage: 
# manuscript: 
# manuscriptChapter: 
# manuscriptPages: 
# printer: 
# printedVolume: 
# printedIssue: 
# printedPages: 
# printedDate: 
# editor: 
# publisher: 
# digitisationMethod: 
# transcriptionPrinciples: 
# transcriber: 
# retrievedFrom: Fornsvenska textbanken (https://project2.sol.lu.se/fornsvenska/)
# retrieveFormat: RTF
# annotation: tokens
# annotationMethod: automatic
# words: 12,722
# sentences: 145
# sentenceOrder: original
# URL: https://project2.sol.lu.se/fornsvenska/05_Filer/Apd26SLundversion.rtf
# cite: 
# availability: CC-BY 4.0 (https://creativecommons.org/licenses/by/4.0/)


# sent_id = 1
# text = Jesus. Förspråk vthi Sancti Joannis oppenbarilse.
1	_	_	Jesus	_	_	_	_	_	_	_	_	_	_
2	_	_	.	_	_	_	_	_	_	_	_	_	_
3	_	_	Förspråk	_	_	_	_	_	_	_	_	_	_
4	_	_	vthi	_	_	_	_	_	_	_	_	_	_
5	_	_	Sancti	_	_	_	_	_	_	_	_	_	_
6	_	_	Joannis	_	_	_	_	_	_	_	_	_	_
7	_	_	oppenbarilse	_	_	_	_	_	_	_	_	_	_
8	_	_	.	_	_	_	_	_	_	_	_	_	_

# sent_id = 2
# text = THessa book som kallas Sancti Joannis oppenbarilse haffua och the gamble icke fulleligha wiliat rekna j bland the huffuudhböker j Biblien, och ther till haffua the thenne saker, Först ath them synes thenna book icke wara apostolisk, mest för ty ath apostlanar icke pläghadhe vmgå medh syner, vthan medh clarom och torrom oordhom säya grunden vth om Christo, såsom Sanctus Petrus Paulus och Christus sielff j euangelio giordt haffua, Woro och apostlanar icke til annat vthsendhe än ath bära clart witnesbyrd om Christo Joan. xviij., och hadhe Christus öpnat them sinnet på thet som scriffuit war om honom j propheciener, och icke besynnerligha till ath någhra nyia prophecier föra.
1	_	_	THessa	_	_	_	_	_	_	_	_	_	_
2	_	_	book	_	_	_	_	_	_	_	_	_	_
3	_	_	som	_	_	_	_	_	_	_	_	_	_
4	_	_	kallas	_	_	_	_	_	_	_	_	_	_
5	_	_	Sancti	_	_	_	_	_	_	_	_	_	_
6	_	_	Joannis	_	_	_	_	_	_	_	_	_	_
7	_	_	oppenbarilse	_	_	_	_	_	_	_	_	_	_
8	_	_	haffua	_	_	_	_	_	_	_	_	_	_
9	_	_	och	_	_	_	_	_	_	_	_	_	_
10	_	_	the	_	_	_	_	_	_	_	_	_	_
11	_	_	gamble	_	_	_	_	_	_	_	_	_	_
12	_	_	icke	_	_	_	_	_	_	_	_	_	_
13	_	_	fulleligha	_	_	_	_	_	_	_	_	_	_
14	_	_	wiliat	_	_	_	_	_	_	_	_	_	_
15	_	_	rekna	_	_	_	_	_	_	_	_	_	_
16	_	_	j	_	_	_	_	_	_	_	_	_	_
17	_	_	bland	_	_	_	_	_	_	_	_	_	_
18	_	_	the	_	_	_	_	_	_	_	_	_	_
19	_	_	huffuudhböker	_	_	_	_	_	_	_	_	_	_
20	_	_	j	_	_	_	_	_	_	_	_	_	_
21	_	_	Biblien	_	_	_	_	_	_	_	_	_	_
22	_	_	,	_	_	_	_	_	_	_	_	_	_
23	_	_	och	_	_	_	_	_	_	_	_	_	_
24	_	_	ther	_	_	_	_	_	_	_	_	_	_
25	_	_	till	_	_	_	_	_	_	_	_	_	_
26	_	_	haffua	_	_	_	_	_	_	_	_	_	_
27	_	_	the	_	_	_	_	_	_	_	_	_	_
28	_	_	thenne	_	_	_	_	_	_	_	_	_	_
29	_	_	saker	_	_	_	_	_	_	_	_	_	_
30	_	_	,	_	_	_	_	_	_	_	_	_	_
31	_	_	Först	_	_	_	_	_	_	_	_	_	_
32	_	_	ath	_	_	_	_	_	_	_	_	_	_
33	_	_	them	_	_	_	_	_	_	_	_	_	_
34	_	_	synes	_	_	_	_	_	_	_	_	_	_
35	_	_	thenna	_	_	_	_	_	_	_	_	_	_
36	_	_	book	_	_	_	_	_	_	_	_	_	_
37	_	_	icke	_	_	_	_	_	_	_	_	_	_
38	_	_	wara	_	_	_	_	_	_	_	_	_	_
39	_	_	apostolisk	_	_	_	_	_	_	_	_	_	_
40	_	_	,	_	_	_	_	_	_	_	_	_	_
41	_	_	mest	_	_	_	_	_	_	_	_	_	_
42	_	_	för	_	_	_	_	_	_	_	_	_	_
43	_	_	ty	_	_	_	_	_	_	_	_	_	_
44	_	_	ath	_	_	_	_	_	_	_	_	_	_
45	_	_	apostlanar	_	_	_	_	_	_	_	_	_	_
46	_	_	icke	_	_	_	_	_	_	_	_	_	_
47	_	_	pläghadhe	_	_	_	_	_	_	_	_	_	_
48	_	_	vmgå	_	_	_	_	_	_	_	_	_	_
49	_	_	medh	_	_	_	_	_	_	_	_	_	_
50	_	_	syner	_	_	_	_	_	_	_	_	_	_
51	_	_	,	_	_	_	_	_	_	_	_	_	_
52	_	_	vthan	_	_	_	_	_	_	_	_	_	_
53	_	_	medh	_	_	_	_	_	_	_	_	_	_
54	_	_	clarom	_	_	_	_	_	_	_	_	_	_
55	_	_	och	_	_	_	_	_	_	_	_	_	_
56	_	_	torrom	_	_	_	_	_	_	_	_	_	_
57	_	_	oordhom	_	_	_	_	_	_	_	_	_	_
58	_	_	säya	_	_	_	_	_	_	_	_	_	_
59	_	_	grunden	_	_	_	_	_	_	_	_	_	_
60	_	_	vth	_	_	_	_	_	_	_	_	_	_
61	_	_	om	_	_	_	_	_	_	_	_	_	_
62	_	_	Christo	_	_	_	_	_	_	_	_	_	_
63	_	_	,	_	_	_	_	_	_	_	_	_	_
64	_	_	såsom	_	_	_	_	_	_	_	_	_	_
65	_	_	Sanctus	_	_	_	_	_	_	_	_	_	_
66	_	_	Petrus	_	_	_	_	_	_	_	_	_	_
67	_	_	Paulus	_	_	_	_	_	_	_	_	_	_
68	_	_	och	_	_	_	_	_	_	_	_	_	_
69	_	_	Christus	_	_	_	_	_	_	_	_	_	_
70	_	_	sielff	_	_	_	_	_	_	_	_	_	_
71	_	_	j	_	_	_	_	_	_	_	_	_	_
72	_	_	euangelio	_	_	_	_	_	_	_	_	_	_
73	_	_	giordt	_	_	_	_	_	_	_	_	_	_
74	_	_	haffua	_	_	_	_	_	_	_	_	_	_
75	_	_	,	_	_	_	_	_	_	_	_	_	_
76	_	_	Woro	_	_	_	_	_	_	_	_	_	_
77	_	_	och	_	_	_	_	_	_	_	_	_	_
78	_	_	apostlanar	_	_	_	_	_	_	_	_	_	_
79	_	_	icke	_	_	_	_	_	_	_	_	_	_
80	_	_	til	_	_	_	_	_	_	_	_	_	_
81	_	_	annat	_	_	_	_	_	_	_	_	_	_
82	_	_	vthsendhe	_	_	_	_	_	_	_	_	_	_
83	_	_	än	_	_	_	_	_	_	_	_	_	_
84	_	_	ath	_	_	_	_	_	_	_	_	_	_
85	_	_	bära	_	_	_	_	_	_	_	_	_	_
86	_	_	clart	_	_	_	_	_	_	_	_	_	_
87	_	_	witnesbyrd	_	_	_	_	_	_	_	_	_	_
88	_	_	om	_	_	_	_	_	_	_	_	_	_
89	_	_	Christo	_	_	_	_	_	_	_	_	_	_
90	_	_	Joan	_	_	_	_	_	_	_	_	_	_
91	_	_	.	_	_	_	_	_	_	_	_	_	_
92	_	_	xviij.	_	_	_	_	_	_	_	_	_	_
93	_	_	,	_	_	_	_	_	_	_	_	_	_
94	_	_	och	_	_	_	_	_	_	_	_	_	_
95	_	_	hadhe	_	_	_	_	_	_	_	_	_	_
96	_	_	Christus	_	_	_	_	_	_	_	_	_	_
97	_	_	öpnat	_	_	_	_	_	_	_	_	_	_
98	_	_	them	_	_	_	_	_	_	_	_	_	_
99	_	_	sinnet	_	_	_	_	_	_	_	_	_	_
100	_	_	på	_	_	_	_	_	_	_	_	_	_
101	_	_	thet	_	_	_	_	_	_	_	_	_	_
102	_	_	som	_	_	_	_	_	_	_	_	_	_
103	_	_	scriffuit	_	_	_	_	_	_	_	_	_	_
104	_	_	war	_	_	_	_	_	_	_	_	_	_
105	_	_	om	_	_	_	_	_	_	_	_	_	_
106	_	_	honom	_	_	_	_	_	_	_	_	_	_
107	_	_	j	_	_	_	_	_	_	_	_	_	_
108	_	_	propheciener	_	_	_	_	_	_	_	_	_	_
109	_	_	,	_	_	_	_	_	_	_	_	_	_
110	_	_	och	_	_	_	_	_	_	_	_	_	_
111	_	_	icke	_	_	_	_	_	_	_	_	_	_
112	_	_	besynnerligha	_	_	_	_	_	_	_	_	_	_
